society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
railway officers rpf society,1.3,sector 9a,5039.0,4,4,3+,9.0,Old Property,flat,2580.0,0,0,0,0,0,0,0
central park flower valley,2.15,sector 33,13522.0,3,3,3+,1.0,New Property,flat,1439.0,0,0,0,0,0,0,31
bestech park view grand spa,4.7,sector 81,6786.0,4,4,3+,19.0,Relatively New,flat,6268.0,0,1,0,0,0,2,140
tulip violet,1.36,sector 69,8841.0,3,3,1,12.0,Relatively New,flat,1392.0,0,0,0,1,0,0,86
park royal apartment,1.71,sector 56,7600.0,3,3,3+,5.0,Moderately Old,flat,2251.0,0,1,0,0,0,2,118
m3m heights,2.5,sector 65,13600.0,3,3,3,19.0,Under Construction,flat,1654.0,0,0,0,0,0,0,48
tulip violet,1.36,sector 69,8618.0,3,3,2,12.0,Relatively New,flat,1428.0,0,0,0,1,0,2,49
dlf the primus,1.59,sector 82a,10338.0,3,3,3+,5.0,Relatively New,flat,1668.0,0,0,0,0,1,1,167
vipul tatvam villa,7.8,sector 48,23145.0,4,4,3+,2.0,Relatively New,house,3240.0,1,1,1,1,0,2,145
sobha city,3.75,sector 108,14938.0,3,3,2,16.0,New Property,flat,2120.0,0,1,0,0,0,0,77
independent,13.5,sector 25,19286.0,9,9,0,1.0,Relatively New,house,7000.0,0,0,0,0,0,0,0
bestech park view spa next,2.85,sector 67,12127.0,4,4,3+,5.0,Moderately Old,flat,2127.0,0,1,0,1,0,2,149
puri emerald bay,2.6,sector 104,15160.0,3,4,3+,5.0,Relatively New,flat,2061.0,1,1,0,0,0,0,81
bhawna cghs,3.25,sector 43,10156.0,4,4,3+,12.0,Moderately Old,flat,3115.0,0,0,0,1,0,2,119
rof ananda,0.32,sector 95,5736.0,2,2,1,10.0,Relatively New,flat,610.0,0,0,0,1,0,2,50
bptp terra,1.8,sector 37d,8215.0,4,3,3,18.0,Relatively New,flat,2025.0,1,1,0,1,0,0,49
housing board colony,5.5,sector 28,30556.0,4,3,3,2.0,Old Property,house,1800.0,0,0,0,1,1,2,22
hsiidc sidco aravali,0.91,manesar,3516.0,3,3,3+,8.0,Moderately Old,flat,1900.0,0,1,0,0,0,0,23
unitech uniworld resorts,8.0,sector 33,17778.0,6,5,3+,4.0,Relatively New,house,4500.0,0,0,0,0,0,0,0
central park flower valley,1.2,sohna road,6742.0,3,3,0,11.0,Relatively New,flat,1780.0,0,0,0,0,0,0,66
green homes,1.85,sector 52,7872.0,3,3,3,7.0,Moderately Old,flat,2127.0,0,1,0,0,0,0,28
ireo skyon,3.05,sector 60,12788.0,3,3,3,9.0,Relatively New,flat,2300.0,0,1,0,0,0,2,165
ireo victory valley,3.05,sector 67,16266.0,3,4,2,35.0,Relatively New,flat,2200.0,1,1,0,0,0,2,165
ansal celebrity homes,5.2,sector 2,10000.0,4,5,2,1.0,Moderately Old,house,5200.0,0,0,0,0,0,0,0
emaar mgf marbella,11.0,sector 66,33951.0,5,6,3+,2.0,New Property,house,3240.0,1,1,1,1,0,2,153
the close north,2.51,sector 50,11992.0,3,3,3,11.0,Moderately Old,flat,2093.06,0,0,1,1,0,2,109
jmd gardens,3.25,sector 33,7510.0,4,4,3+,17.0,Old Property,flat,4809.0,0,1,0,0,0,2,130
raheja sampada,0.7,sector 92,4453.0,3,3,0,7.0,Relatively New,flat,1572.0,0,0,0,0,0,0,0
bestech altura,1.72,sector 79,8000.0,3,4,3+,5.0,Relatively New,flat,1695.0,0,1,0,0,0,2,174
signature global infinity mall,0.41,sector 36,6269.0,2,2,3,3.0,New Property,flat,654.0,0,0,0,0,0,0,0
dlf regal gardens,1.2,sector 90,6837.0,3,3,3+,15.0,Relatively New,flat,1572.0,0,0,0,0,0,0,118
dlf the primus,2.95,sector 82a,11451.0,4,5,3+,10.0,Relatively New,flat,2110.0,0,1,0,0,0,1,174
corona gracieux,0.75,sector 76,5660.0,2,2,3,13.0,Relatively New,flat,1199.0,0,0,0,0,0,2,0
emaar mgf the palm drive,3.5,sector 66,16470.0,3,4,3,6.0,Relatively New,flat,2150.0,0,1,0,0,0,0,68
bptp visionnaire,6.0,sector 70a,22222.0,5,4,3,3.0,New Property,house,2700.0,1,0,0,0,0,0,40
bptp mansions park prime,3.0,sector 66,10853.0,4,4,3,3.0,Relatively New,flat,2700.0,1,1,0,1,1,2,174
central park flower valley,1.55,sector 33,11923.0,3,3,3+,7.0,New Property,flat,1444.0,0,0,0,0,0,2,28
bestech park view sanskruti,1.55,sector 92,9687.0,3,3,3,17.0,Relatively New,flat,1792.0,0,1,0,0,0,2,60
supertech araville,1.45,sector 79,7455.0,3,3,3,3.0,Relatively New,flat,2161.0,0,0,0,0,0,0,0
experion windchants,3.75,sector 112,13383.0,3,5,3+,22.0,Relatively New,flat,2536.0,0,1,0,0,0,2,49
ss the leaf,1.17,sector 85,7001.0,2,2,3,11.0,Relatively New,flat,1660.0,0,0,0,0,0,0,49
tulip violet,1.7,sector 69,8457.0,4,4,2,10.0,Relatively New,flat,1804.0,1,1,1,1,0,0,174
the close north,2.65,sector 50,11276.0,3,3,3+,3.0,Moderately Old,flat,2491.0,0,1,0,0,0,0,174
independent,1.45,sector 55,26852.0,1,4,3+,4.0,Relatively New,house,60.0,0,0,1,0,0,0,70
independent,4.6,sector 26,12198.0,4,4,3+,2.0,Old Property,house,3771.0,0,0,0,0,0,0,28
m3m golfestate,4.95,sector 65,15906.0,3,3,3,10.0,Relatively New,flat,2816.0,0,1,0,0,0,2,82
independent,3.5,sector 31,24155.0,4,4,3,2.0,Old Property,house,1449.0,0,0,1,0,0,2,70
godrej frontier,1.4,sector 80,6189.0,3,4,2,10.0,Moderately Old,flat,1854.0,0,0,1,1,0,0,111
unitech uniworld resorts,8.0,sector 33,11429.0,4,4,3+,2.0,Old Property,house,7000.0,1,1,1,1,0,0,77
vatika the seven lamps,1.39,sector 82,6412.0,3,3,3+,11.0,Relatively New,flat,1955.0,1,1,0,0,0,2,117
gls arawali homes,0.35,sohna road,6076.0,2,2,2,11.0,Relatively New,flat,528.0,0,0,0,0,0,0,64
tulip violet,1.4,sector 69,8861.0,3,3,2,2.0,Relatively New,flat,1428.0,0,0,0,1,0,0,102
central park flower valley,1.79,sector 33,11251.0,3,3,3,3.0,Old Property,flat,1619.0,0,0,0,0,0,0,71
shapoorji pallonji joyville gurugram,2.4,sector 102,10545.0,4,4,3+,15.0,Relatively New,flat,1957.0,0,0,0,0,0,0,108
emaar mgf emerald floors premier,2.35,sector 65,14242.0,3,3,3,2.0,Relatively New,flat,1493.0,1,1,0,0,0,2,168
m3m heights,2.25,sector 65,13608.0,2,2,3,5.0,Under Construction,flat,1592.0,0,0,0,0,0,0,48
ats triumph,2.3,sector 104,10000.0,3,4,3+,15.0,New Property,flat,2544.0,0,1,0,0,0,0,117
m3m woodshire,1.35,sector 107,5717.0,3,4,3+,8.0,Relatively New,flat,1950.0,0,1,0,0,0,2,74
ramprastha primera,1.02,sector 37d,6000.0,3,2,3,22.0,Under Construction,flat,1538.0,0,0,0,0,0,0,43
independent,2.15,sector 43,13030.0,1,1,0,1.0,Moderately Old,house,1650.0,0,0,0,0,0,0,0
supertech new soft launch,0.84,sector 68,7119.0,2,2,2,7.0,New Property,flat,1180.0,0,0,0,0,0,0,0
pivotal devaan,0.41,sector 84,7032.0,2,2,2,10.0,New Property,flat,565.0,0,0,0,0,0,2,23
independent,3.0,sector 7,11494.0,7,7,0,3.0,Old Property,house,2610.0,0,0,0,0,0,0,0
emaar mgf marbella,8.8,sector 66,41608.0,4,4,3+,3.0,Relatively New,house,2115.0,0,1,1,1,0,0,107
emaar mgf the enclave,2.1,sector 66,12352.0,3,4,2,12.0,Relatively New,flat,1800.0,0,1,0,0,0,2,156
independent,6.5,sector 50,21667.0,5,6,0,1.0,Moderately Old,house,3000.0,0,0,0,0,0,0,0
dlf regal gardens,1.19,sector 90,5505.0,3,3,2,11.0,Relatively New,flat,1562.0,0,0,0,0,1,0,88
shree vardhman victoria,1.25,sector 70,9259.0,2,2,3,3.0,Relatively New,flat,1222.0,1,0,0,0,0,0,43
dlf new town heights,1.4,sector 86,5942.0,4,4,3+,20.0,Relatively New,flat,2132.0,0,1,0,1,0,0,65
godrej nature plus,1.35,sector 33,8231.0,3,2,3+,7.0,Under Construction,flat,1484.0,0,0,0,1,0,0,49
ss the leaf,2.05,sector 85,7290.0,4,4,3+,4.0,Relatively New,flat,2500.0,0,1,0,0,0,2,49
emaar mgf palm terraces select,3.4,sector 66,14107.0,4,4,3+,2.0,Relatively New,flat,2210.0,0,1,0,0,0,2,157
unitech espace,10.45,sector 50,32253.0,5,7,3+,3.0,Moderately Old,house,3240.0,1,1,0,1,1,2,153
green court,0.4,sector 90,6389.0,2,2,1,8.0,New Property,flat,575.0,0,0,0,0,0,0,20
sare homes,0.71,sector 92,5354.0,3,3,3,2.0,Relatively New,flat,1473.0,0,0,0,1,0,0,108
central park flower valley,1.65,sohna road road,17441.0,3,3,0,1.0,New Property,flat,1051.0,0,0,0,0,0,0,66
dlf the primus,2.25,sector 82a,10714.0,3,3,3+,29.0,Relatively New,flat,2333.0,0,1,0,0,0,1,72
bptp amstoria,1.9,sector 102,8444.0,3,3,3+,1.0,Relatively New,flat,2500.0,0,1,0,0,0,0,174
smart world one dxp,3.45,sector 113,13269.0,4,4,3,11.0,Under Construction,flat,2353.0,1,1,0,0,0,2,156
tulip violet,1.4,sector 69,8856.0,3,3,2,9.0,Relatively New,flat,1428.0,0,0,0,1,0,0,120
ss the leaf,1.1,sector 85,6318.0,2,2,3+,3.0,Relatively New,flat,1464.0,0,0,1,0,0,0,143
tata primanti,8.5,sector 72,13492.0,5,6,3+,10.0,Relatively New,house,6300.0,1,1,1,1,0,2,145
smart world gems,0.88,sector 89,7963.0,2,2,3,2.0,New Property,flat,1228.0,1,0,0,0,0,0,44
piedmont taksila heights,1.0,sector 37c,6506.0,3,3,3+,8.0,Relatively New,flat,1708.0,0,0,0,0,0,2,49
ompee k s residency,1.6,new sector 2,2993.0,2,2,2,1.0,Relatively New,flat,73.0,0,0,0,0,0,0,0
alpha corp gurgaonone,2.28,sector 84,8769.0,4,4,3+,8.0,Relatively New,flat,2998.0,0,1,0,0,0,0,61
godrej air,1.83,sector 85,10005.0,3,3,3+,18.0,Under Construction,flat,2032.0,0,0,0,0,0,0,110
international city by sobha phase 2,7.0,sector 109,11240.0,5,5,3+,2.0,Relatively New,house,6228.0,0,1,0,0,0,0,129
hcbs sports ville,0.28,sohna road,3768.0,2,2,1,11.0,Relatively New,flat,743.0,0,0,0,0,0,0,38
vidya apartment,0.22,sector 3 phase 3 extension,4210.0,2,2,1,1.0,Relatively New,flat,570.0,0,0,0,0,1,1,36
sobha city,3.95,sector 108,16858.0,3,5,2,15.0,New Property,flat,2343.1,0,1,0,0,0,0,118
ats triumph,1.8,sector 104,7860.0,3,4,3,14.0,New Property,flat,2544.0,0,0,0,0,0,0,60
eros rosewood city,1.6,sector 49,3500.0,4,4,3,4.0,New Property,house,60.0,0,0,0,0,0,2,27
independent,5.8,sector 26,32222.0,5,5,3+,2.0,Old Property,house,1800.0,1,1,1,1,0,0,53
godrej summit,0.75,sector 104,5910.0,2,2,3,6.0,Relatively New,flat,1148.0,0,0,0,0,1,0,79
signature global solera,0.38,sector 107,6333.0,2,2,2,3.0,Relatively New,flat,627.0,0,0,0,0,0,1,23
signature the roselia,0.45,sector 95,7908.0,2,2,2,2.0,New Property,flat,632.0,0,0,0,0,0,2,31
conscient heritage max,1.82,sector 102,9011.0,3,4,3+,12.0,Relatively New,flat,1757.0,0,1,0,0,0,0,101
dlf the ultima,2.4,sector 81,11412.0,3,4,3+,19.0,Relatively New,flat,1903.0,0,1,0,0,0,1,174
emaar mgf palm terraces,4.5,sector 66,10599.0,5,5,3+,11.0,New Property,flat,3321.0,0,1,0,0,0,0,105
independent,0.4,sector 3 phase 2,8000.0,2,1,0,1.0,Relatively New,house,500.0,0,0,0,0,0,0,0
ganpati heights apartment,1.25,sector 13,12077.0,3,6,2,3.0,Old Property,house,115.0,0,0,0,0,1,0,7
vatika lifestyle homes,1.1,sector 83,6267.0,3,3,2,8.0,Relatively New,flat,1588.0,1,0,1,1,0,2,174
maa bhagwati residency,0.45,sector 7,5000.0,2,2,1,4.0,Relatively New,flat,1000.0,0,0,0,0,0,0,28
emaar mgf emerald estate,1.7,sector 65,21013.0,3,3,3,7.0,Relatively New,flat,1081.0,1,0,0,0,0,2,116
smart world gems,1.2,sector 89,8432.0,3,3,2,3.0,New Property,flat,1423.0,1,0,0,0,1,0,37
signature global park,0.85,sohna road,7863.0,3,2,2,4.0,New Property,flat,1080.0,0,0,0,0,0,0,23
microtek greenburg,1.25,sector 86,8445.0,2,2,3,13.0,Moderately Old,flat,1339.0,1,0,0,0,0,0,6
prem kunj,0.5,sohna road road,7407.0,2,4,3,3.0,Relatively New,house,725.0,0,0,0,1,0,0,22
shapoorji pallonji joyville gurugram,1.05,sector 102,11475.0,2,2,2,0.0,Under Construction,flat,1017.0,0,0,0,0,0,0,49
unitech greenwood city,2.4,sector 45,12346.0,3,3,2,1.0,New Property,flat,195.0,0,1,0,0,0,2,19
sare homes,1.25,sector 92,6200.0,4,3,0,16.0,Under Construction,flat,2040.0,0,0,0,0,0,0,49
unitech nirvana birch court,11.95,sector 50,36883.0,3,3,2,1.0,Moderately Old,house,3240.0,1,1,0,0,0,0,101
bestech park view city,1.76,sector 48,9909.0,3,3,3+,9.0,Moderately Old,flat,1576.0,0,1,0,1,0,2,158
antriksh heights,0.73,sector 84,6083.0,2,2,3+,4.0,Relatively New,flat,1026.0,1,0,1,1,0,0,158
unitech the residences,1.1,sector 33,9909.0,2,2,3,9.0,Moderately Old,flat,1100.0,0,0,0,0,0,2,44
experion windchants,5.2,sector 112,10726.0,4,6,3+,15.0,Relatively New,flat,3655.35,0,1,0,1,0,2,174
paras dews,1.13,sector 106,6406.0,3,4,3+,18.0,Relatively New,flat,1186.0,1,1,0,0,0,0,49
ireo uptown,1.85,sector 66,12567.0,2,3,3,16.0,Relatively New,flat,1470.0,0,1,0,0,1,2,79
independent,17.0,sector 26,37627.0,5,5,3+,2.0,Relatively New,house,4518.0,1,1,1,1,0,2,124
international city by sobha phase 2,5.65,sector 109,10463.0,4,4,3+,2.0,New Property,house,5400.0,0,1,0,0,1,2,44
ashiana mulberry,1.05,sohna road,5412.0,2,2,3,1.0,New Property,flat,1175.97,1,0,0,0,0,0,49
signature global the millennia,0.65,sector 37d,10906.0,2,2,3,0.0,New Property,flat,625.0,0,0,0,0,0,0,40
tulip violet,1.6,sector 69,10139.0,3,3,2,0.0,Relatively New,flat,1428.0,0,0,0,1,0,0,166
ireo the corridors,2.0,sector 67a,11580.0,3,3,2,6.0,Under Construction,flat,1346.0,0,0,0,0,1,0,15
kanchanjanga tower,1.45,sector 56,7631.0,3,3,3+,2.0,Moderately Old,flat,1719.0,0,0,0,0,0,2,126
bestech park view spa next,2.32,sector 67,11989.0,3,4,3+,14.0,Moderately Old,flat,1764.0,0,1,0,0,0,2,59
aipl zen residences,1.82,sector 70a,10996.0,3,3,3,12.0,Relatively New,flat,1600.0,0,0,0,0,0,0,108
imperia the esfera,1.4,sector 37c,5384.0,4,5,3,9.0,Relatively New,flat,2343.0,1,1,0,1,1,0,49
ansal heights 86,0.64,sector 86,4706.0,2,2,1,3.0,New Property,flat,1360.0,0,0,0,0,0,0,73
independent,3.6,sector 57,20833.0,4,4,2,2.0,Old Property,house,1728.0,1,1,1,1,0,0,110
bestech park view grand spa,4.0,sector 81,9523.0,4,5,3+,15.0,Relatively New,flat,3801.0,0,1,0,0,0,2,127
dlf regal gardens,1.27,sector 90,5499.0,3,3,3+,2.0,Relatively New,flat,1500.0,0,0,0,0,1,0,72
central park flower valley aqua front towers,1.7,sector 33,9449.0,3,3,3+,5.0,New Property,flat,1697.0,0,0,0,0,0,2,44
hero homes,1.6,dwarka expressway,7825.0,3,3,3,1.0,New Property,flat,1529.0,0,0,0,0,0,0,49
dlf city plots,13.5,sector 26,29880.0,5,5,2,2.0,Moderately Old,house,4518.0,1,1,0,0,1,2,104
huda housing board colony,4.6,sector 31,31507.0,2,4,3+,3.0,Old Property,house,1460.0,0,0,0,0,1,0,8
adani m2k oyster grande,1.9,sector 102,14074.0,3,4,3,21.0,Relatively New,flat,1605.0,0,1,0,0,0,0,60
dlf the skycourt,1.59,sector 86,8242.0,3,3,3,17.0,Relatively New,flat,1700.0,0,0,0,0,1,2,165
ss the leaf,2.13,sector 85,7574.0,4,4,3,6.0,Relatively New,flat,2600.0,0,0,0,0,0,0,49
vipul lavanya,0.6,sector 81,6666.0,2,2,1,0.0,Under Construction,flat,814.0,0,0,0,0,0,0,0
shapoorji pallonji joyville gurugram,1.95,sector 102,13928.0,3,3,3,6.0,New Property,flat,1616.0,0,0,0,1,0,2,174
parsvnath exotica,5.0,sector 53,17271.0,3,4,3+,8.0,Relatively New,flat,2500.0,0,1,0,1,1,2,49
dlf regency park,1.35,sector 28,11992.0,2,2,2,1.0,Moderately Old,flat,1109.0,0,0,0,0,0,0,0
independent,4.25,sector 10a,17955.0,4,3,2,1.0,Moderately Old,house,2367.0,0,0,0,0,0,0,0
experion windchants,3.75,sector 112,13383.0,3,3,2,21.0,Relatively New,flat,2225.56,0,1,0,0,0,2,159
ild greens,0.95,sector 37c,9223.0,2,2,3+,11.0,Relatively New,flat,1179.0,0,0,1,1,0,2,119
avl 36 gurgaon,0.5,sector 36a,8333.0,1,1,1,5.0,Relatively New,flat,600.0,0,0,0,0,0,0,0
adani brahma samsara vilasa,3.35,sector 63,16470.0,3,3,3+,3.0,New Property,flat,2034.0,0,0,0,0,0,2,16
m3m skywalk,1.5,sector 74,10714.0,2,2,1,8.0,New Property,flat,1556.0,0,0,0,0,0,0,16
ambience creacions,3.2,sector 22,11500.0,3,4,3+,2.0,New Property,flat,2517.0,0,0,0,0,0,0,42
tulip violet,1.66,sector 69,8408.0,4,4,1,12.0,Relatively New,flat,1783.0,0,0,0,1,0,0,102
mrg skyline,1.82,sector 106,13392.0,3,2,2,4.0,Relatively New,flat,1359.0,0,0,0,0,0,0,0
independent,3.55,sector 46,24500.0,5,4,3+,3.0,Moderately Old,house,1449.0,0,1,0,0,0,2,73
independent,1.35,sector 11,3857.0,10,6,3+,3.0,Old Property,house,3500.0,0,0,0,0,0,0,0
vatika city,2.64,sector 49,11725.0,3,4,3+,2.0,Moderately Old,flat,2251.6,0,1,0,1,0,2,140
emaar mgf palm hills,1.65,sector 77,8461.0,4,3,3,9.0,Relatively New,flat,1765.0,0,1,0,0,0,0,100
puri diplomatic greens,3.65,sector 111,12372.0,4,5,3+,17.0,Moderately Old,flat,2670.0,0,1,0,0,0,2,132
godrej aria,1.45,sector 79,9062.0,2,2,3+,9.0,Relatively New,flat,1494.0,1,0,0,0,0,0,113
m3m capital,2.9,sector 113,12619.0,4,4,3+,11.0,Under Construction,flat,2553.0,1,1,0,0,0,0,49
bestech altura,1.85,sector 79,8604.0,3,4,3+,11.0,New Property,flat,1946.0,0,1,0,0,0,0,49
la vida by tata housing,3.35,sector 113,16750.0,3,4,3+,12.0,New Property,flat,2200.0,1,1,0,0,0,0,174
emaar mgf marbella,15.1,sector 66,18605.0,5,5,3+,3.0,New Property,house,8067.799999999999,1,1,1,1,0,0,120
mapsko mount ville,1.2,sector 79,13837.0,3,3,3,18.0,Relatively New,flat,1165.0,1,0,0,1,0,2,160
breez global heights,0.39,sohna road,4105.0,2,2,2,3.0,Relatively New,flat,720.0,0,0,0,0,0,0,0
ild greens,1.05,sector 37c,7500.0,3,3,3,4.0,New Property,flat,1500.0,0,0,0,0,0,2,5
vatika xpressions,1.1,sector 88b,8148.0,2,4,3+,2.0,Under Construction,flat,1350.0,1,0,0,0,0,0,58
ireo skyon,2.82,sector 60,12818.0,3,3,3,2.0,Relatively New,flat,2400.0,0,1,0,0,0,2,174
experion windchants,5.31,sector 112,11204.0,4,6,3+,15.0,Relatively New,flat,3573.33,0,1,0,1,0,0,72
gls avenue 51,0.45,sector 92,6000.0,3,3,1,10.0,Relatively New,flat,833.0,0,0,0,0,0,0,0
smart world orchard,2.2,sector 61,13496.0,3,3,2,3.0,Under Construction,flat,1811.0,0,0,0,0,0,0,16
puri emerald bay,2.23,sector 104,9911.0,3,4,3+,10.0,Relatively New,flat,2359.0,0,1,0,0,0,2,159
central park flower valley cerise floors,1.3,sector 33,10743.0,2,2,2,3.0,New Property,flat,1095.0,1,0,0,0,0,0,22
shapoorji pallonji joyville gurugram,1.24,sector 102,10205.0,2,2,2,10.0,Relatively New,flat,1100.0,0,0,0,0,0,0,141
dlf the ultima,2.4,sector 81,11412.0,3,3,3+,12.0,Relatively New,flat,1650.0,0,1,0,0,0,1,49
tulip violet,3.25,sector 69,10105.0,4,5,3+,14.0,Relatively New,flat,2910.0,0,0,0,1,1,0,20
independent,5.0,sector 23,16244.0,4,4,2,2.0,Old Property,house,3078.0,0,0,0,0,0,0,7
orchid petals,1.9,sector 49,10526.0,3,3,3,9.0,Moderately Old,flat,2006.0,0,1,0,0,0,2,95
signature global city 92,0.78,sector 92,11142.0,2,2,3,2.0,Under Construction,flat,846.0,0,0,0,0,1,0,24
puri emerald bay,1.32,sector 104,8516.0,2,2,2,10.0,Relatively New,flat,1403.0,0,0,0,0,0,0,128
adani aangan arcade,0.45,sector 88a,7194.0,2,2,1,8.0,New Property,flat,695.0,0,0,0,0,0,0,14
ss the leaf,2.1,sector 85,7467.0,4,5,3+,9.0,Relatively New,flat,2545.0,0,0,0,0,0,2,67
huda ashok vihar phase,0.7,sector 4,10234.0,3,2,1,2.0,New Property,house,684.0,1,0,0,0,0,0,7
parsvnath exotica,4.8,sector 53,14680.0,3,4,3+,12.0,New Property,flat,2895.0,0,0,0,0,0,0,69
shree vardhman victoria,1.07,sector 70,7925.0,2,2,3,8.0,Relatively New,flat,1222.0,1,0,0,0,0,0,108
godrej aria,1.1,sector 79,11482.0,2,2,3,9.0,New Property,flat,81.0,0,0,0,0,0,0,62
ansal heights,0.72,sector 92,4500.0,3,3,3,9.0,Relatively New,flat,1700.0,0,1,0,0,0,0,49
emaar gurgaon greens,1.39,sector 102,8424.0,3,3,3,7.0,Relatively New,flat,1493.0,0,1,0,0,0,2,21
tulip violet,1.3,sector 69,8283.0,3,3,1,12.0,Relatively New,flat,1419.0,0,0,0,1,0,0,86
ramsons kshitij,0.35,sector 95,5495.0,2,2,0,5.0,New Property,flat,637.0,0,0,0,0,0,0,0
experion windchants,3.0,sector 112,11538.0,3,3,2,2.0,Relatively New,flat,2600.0,0,0,0,0,1,2,49
sbtl caladium,1.68,sector 109,6601.0,3,3,3+,7.0,Moderately Old,flat,2303.0,0,1,0,0,0,0,134
ramprastha the edge towers,0.8,sector 37d,5797.0,2,2,3,2.0,Relatively New,flat,1300.0,0,0,0,0,0,0,78
shree vardhman flora,0.9,sector 90,4615.0,3,4,3,4.0,Relatively New,flat,1765.0,0,1,0,0,0,0,165
ats triumph,2.63,sector 104,9563.0,4,4,3+,21.0,Relatively New,flat,2953.0,0,1,0,0,0,2,161
tulip violet,1.65,sector 69,8872.0,3,3,2,1.0,Relatively New,flat,1578.0,0,0,0,0,0,2,69
suncity avenue 76,0.75,sector 76,10067.0,2,2,2,11.0,New Property,house,745.0,0,0,0,0,0,0,40
bestech park view sanskruti,1.6,sector 92,7547.0,3,3,3,10.0,Relatively New,flat,1765.0,0,1,0,0,0,2,60
green campus chs,0.9,manesar,3935.0,3,3,3+,6.0,Moderately Old,flat,2070.0,0,1,0,0,0,0,5
dlf park place,6.75,sector 54,24963.0,4,4,2,8.0,Moderately Old,flat,2076.0,0,1,0,0,0,1,135
independent,3.5,sector 5,14787.0,5,4,2,2.0,Old Property,house,2367.0,0,0,0,1,1,0,36
vatika gurgaon,0.98,sector 83,8166.0,2,2,3,5.0,Relatively New,flat,1300.0,0,0,0,0,0,2,96
suncity avenue 76,0.75,sector 76,10204.0,2,2,2,11.0,Under Construction,flat,665.0,0,0,0,0,0,0,57
ansal api celebrity suites,0.6,sector 2,8163.0,1,1,1,5.0,Moderately Old,flat,665.0,0,0,0,0,0,2,67
tulip lemon,0.62,sector 69,12863.0,2,2,1,4.0,Relatively New,flat,536.0,0,0,0,0,0,2,108
guru gram haryana cghs,1.39,sector 56,7227.0,3,3,3,4.0,Moderately Old,flat,1738.0,1,0,0,0,0,2,134
emaar mgf marbella,12.0,sector 66,37037.0,4,4,3+,3.0,Relatively New,house,3240.0,1,1,1,1,0,2,160
dlf regal gardens,1.25,sector 90,6459.0,3,3,3,10.0,Relatively New,flat,1650.0,0,0,0,0,1,2,38
independent,7.5,sector 82,23148.0,5,5,3+,2.0,Relatively New,house,3240.0,0,1,0,1,0,2,135
signature global synera,0.5,sector 81,6802.0,2,2,3,6.0,Relatively New,flat,700.0,0,0,0,0,0,0,117
bptp astaire gardens,0.97,sector 70a,6587.0,3,3,3+,1.0,Relatively New,flat,1339.0,0,0,0,0,1,0,149
smart world gems,0.88,sector 89,7978.0,2,2,0,2.0,New Property,flat,1103.0,0,0,0,0,0,0,45
experion windchants,9.5,sector 112,23457.0,5,5,3,2.0,Relatively New,house,7450.0,0,1,0,0,0,0,45
parsvnath green ville,1.5,sector 48,8787.0,3,3,3,1.0,Old Property,flat,1600.0,0,0,0,0,0,2,128
m3m skycity,2.1,sector 65,16030.0,2,2,2,43.0,New Property,flat,1186.0,0,0,0,0,0,0,127
signature global solera,0.36,sector 107,6581.0,2,2,2,8.0,Relatively New,flat,608.0,0,0,0,0,0,0,45
tarc maceo,0.95,sector 91,5954.0,2,2,2,10.0,Relatively New,flat,1186.0,0,0,0,0,0,0,77
godrej,0.95,sector 33,6859.0,2,2,3+,3.0,Under Construction,flat,1253.0,0,0,0,0,0,0,0
indiabulls centrum park,2.36,sector 103,9182.0,4,6,3+,8.0,Relatively New,flat,2729.0,0,1,0,0,0,2,159
smart world gems,0.97,sector 89,8794.0,2,2,3+,2.0,New Property,flat,1103.0,0,0,0,0,0,0,49
ashiana mulberry,1.07,sohna road,6184.0,3,3,3+,7.0,Relatively New,flat,1600.0,0,0,0,0,0,0,167
lotus homz,0.6,sector 111,8450.0,2,2,3,9.0,New Property,flat,789.0,0,0,0,0,0,0,52
hsiidc sidco aravali,0.9,manesar,3477.0,3,3,3,2.0,Old Property,flat,1900.0,0,1,0,0,0,1,21
vatika city homes,1.0,sector 83,5747.0,3,3,2,2.0,Relatively New,flat,1575.0,0,0,1,0,0,2,174
bhim nagar society,0.4,sector 6,2500.0,4,2,2,1.0,Moderately Old,house,1600.0,0,0,0,0,0,0,0
rail vihar cghs,1.35,sector 56,10384.0,3,2,2,1.0,Old Property,flat,1275.0,0,0,0,0,1,0,159
experion the heartsong,0.87,sector 108,11845.0,2,3,3,2.0,Relatively New,flat,978.23,0,1,0,0,0,2,123
ats triumph,4.45,sector 104,6846.0,4,5,3+,27.0,Relatively New,flat,7222.0,0,0,0,0,0,0,110
pareena coban residences,1.1,sector 99a,7096.0,2,2,3,9.0,New Property,flat,1368.0,1,0,0,0,0,0,88
experion the heartsong,2.08,sector 108,9904.0,4,4,3+,3.0,Relatively New,flat,2631.0,0,1,0,0,0,0,126
smart world orchard,2.2,sector 61,14202.0,3,3,2,4.0,New Property,flat,1721.0,0,0,0,0,0,0,152
tulip violet,2.0,sector 69,9950.0,4,4,2,0.0,Relatively New,flat,1819.0,0,0,0,0,0,0,95
m3m sierra 68,1.1,sector 68,8986.0,2,2,3,1.0,Relatively New,flat,1150.0,0,0,0,0,0,2,127
